plate,review_reason_code,customer_meaning,reviewer_comments,status
BAJA BD,7D,MEXICO BABY DOLL,OFFENSIVE- BD=BIG DICK/ BLACK DISCIPLE,Y
ALLOPON,1,MY BABY NICKNAME,SEXUAL- ALL UP ON,N
BOWIE14,2,NICKNAME,"GANG AFFILIATION- '14', no 14 on ANI",N
BRIKK IT,7D,JOB/WORK,"DRUG REF   **CURRENTLY HAS A RECORD**, out since 04 no complaints ",Y
BULIT18,2,CAR IS A 2018 MUSTANG BULLITT,BULIT=BULLET/ LIT=HIGH,Y
CABRNAA,2,CABERNET SOV WINE,CALBRONE,N
CYDS,2,MY WIFE'S NICKNAME (CYDNEY),OFFENSIVE- SIDS,N
UAWCAT,1,NO EXPLANATION AVAILABLE,"SEXUAL- ""YOU A PUSSY""                   **CURRENTLY HAS A RECORD**",Y
4SLIM2O,7D,NICKNAME,DRUG REF- '420' SLIM JOINT,N
HONDA 13,2,MAKE & YEAR,"GANG AFFILIATION- '13', can’t see ANI",Y
TRIK TRK,1,,OFFENSIVE-HO=TRICK  TRICK TRUCK,N
BAR TACO,1,NOT ON QUICK WEB ,"PULLING FOR 'TACO', Toyota truck on ANI",Y
BCHNBBQ,3,BEACH AND BARBEQUE,BITCHIN',N
B GIRL,2,NAME OF FICTIONAL CHARACTER APPEARING IN COMIC BOOKS PUBLISHED BY DC COMICS,STAND ALONE B,Y
BI OFICER,5,BYE OFFICER,BYE OFFICER,N
BLK BZST,2,BLACK BEAST,"BLACK BEAST, BLKBST unacceptable",N
BLKHAZE,7D,NAME OF TRUCK,HAZE=DRUGS,Y
CHAGO 14,2,NICK NAME SPORT #,14=GANG,N
CHOP37,1,FOOTBALL JERSEY # AND MY NICKNAME,CHOP,Y
CHW BABY,1,CAIO BABY,CHEW BABY SEXUAL?,N
CK17R14,2,OUR INITIALS AND BIRTHDAY,14=GANG,N
GDYBAGS,1,NAME OF MY STORE,"GOODY BAGS, meaning true",Y
G KART,2,GO KART,STAND ALONE G,Y
G SAINI,2,CASTE NAME,"STAND ALONE G, last name starts with G",Y
G T M F,3,GOOD TIMES MY FRIEND,GT MOTHER FUCKER,N
HEMPIST,7D,WE OWN A HEMP BASED LIP AND SKIN CARE COMPANY NAMED NANNA JUANAS. WE MIX HEMP INTO ALL OUR PRODUCTS SO LIKE A CHEMIST..WE ARE HEMPIST. PLEASE VISIT WWW.NNANJUANAS.COM,HEMP=DRUGS; WEBSITE LEGIT,N
HFBAKED,7D,GOING ON 59 STUDEBAKER FOR HALF BAKED,"HALF BAKED; DRUG CONNOTATIONS, 59 Stude on ANI",N
HORS SAS,3,"NAME OF FAVORITE HORSE, I WORK AT SANTA ANITA RACETRACK.",HORSES ASS,N
IHK1318,2,NAME INITIALS,"13, 18 GANG, initials are IHK",Y
JJLUU88,2,SON NAME,88=HATE,N
JOLLY 13,2,COMBINATION OF NAME JOHN AND KELLY,"13=GANG, no 13 on ANI",N
LEON619,2,MY APEIDO AND AREA DE S.D.,619=AREA CODE,N
LVMY TOI,1,LOVE MY HUSBAND NICK NAME TOI,LOVE MY TOY; SEXUAL?,Y
LV R88RS,2,KIDS INITIALS AND WIFE'S BIRTH YEAR,88=HATE,N
MR EFF,3,I DRIVE AN IS-F. IT'S MR. F,"EFF=FUCK?, Lexis on ANI",N
MUEVELE,2,MOVE,"MOVE, move him",N
MYGLIFE,2,MY GALLEGOS LIFE,G LIFE,N
OMFG KEN,3,OHH MY FREAKIN GOSH KEN,OMFG=OH MY FUCKING GOD,N
PIPI XIA,1,NICK NAME,"PIPI, pipi in Chinese means ass, xia = under",N
PIRU9O,2,NOMBRE DE MI HIJO,"PIRU=GANG, PIRU listed as unacceptable",N
PISTOL 6,2,NOT ON QUICK WEB ,"PISTOL, PISTOL current, PISTOL2 current",Y
PM 9 16,2,"MY NAME, MY WIFE'S NAME, WEDDING DATE",916=AREA CODE,Y
PSTE OFF,2,I LOVE OFF-PISTE SKIING,PISSED OFF,N
QBNCOCO,7D,CUBAN MY NICKNAME COCO,CUBAN COCO; DRUGS,Y
ROBBIN M,2,DAUGHTER'S NAME,ROBBIN' EM,N
SEVEN18,2,REFRENCE TO CAR MODEL - PORSCHE 718,"18=GANG, Porsche on ANI",Y
SPC 13,2,GRANDDAUGHTER'S INITIALS AND AGE,13=GANG,N
SRF CATP,1,SURFING,"CAT P; SEXUAL?, CATP unacceptable",N
TEARGAS,2,CLOTHING LINE,WEAPON; HOSTILE,N
XIVXVII,2,DAY OF BIRTHDAY,XIV=GANG,N
1DDQD,1,"THIS IS A CHEAT CODE FOR ""GOD MODE"" IN A POPULAR VIDEO GAME",DD (DOUBLE D),N
1GNZLZ8,2,FAMILY LAST NAME,"18=GANG, last name Gonzalez",N
1MAD3,2,COOL 3 SERIES VEHICLE,"13=GANG, no 13 on ANI",N
13 SVGE,2,LUCKY 13,13=GANG,N
3BALLER,7D,I HAVE BEEN PLAYING BASKETBALL SINCE I WAS FOUR YEARS OLD,"BALLER=DRUGS?, BALLER Unacceptable",N
6ONE9 EV,2,6ONE9=619=SAN DIEGO AREA CODE; EV=ELECTRIC VEHICLE,619=AREA CODE,N
619 64,2,AREA CODE OF YEAR OF CODE,619=AREA CODE,N
KY$KY,1,MY NICK NAME WITH A HEART. IT IS SUPPOSED TO BE A CUTE WAY TO RECOGNIZE ME.,KY (HER NAME IS KYLIE),N
BZINGGA,2,I GOT YOU,"NIGGA, BAZNNGA current",N
MZ BZ,3,MRS. BARBARA'S,"BZ=BEEZY?, initials are JAP",N
IDT 14,2,STATION PRIDE AND MNEMONIC,"14=GANG, Memorial plate",N
8O5 CH,2,"EIGHT O FIVE CHOPHOUSE, RESTAURANT NAME",8O5=AREA CODE,N
GILS 88,2,OWNERS - NAME & YEAR OF AUTO,88=HATE ('88 TOY IN ANI),Y
H8R8ERS,2,DO NOT LIKE THE LAS VEGAS RAIDERS,H8=HATE,N
JCR8888,2,CHILDREN'S INITIALS LUCK NUMBERS,88=HATE,N
TURDWGN,2,MY CHILDHOOD NICKNAME AND MY WAGON,TURD WAGON,N
14ALVIS,2,FAVORITE NUMBER + COMBINATION OF OUR TWO LAST NAMES: ALLABACK AND DAVIS,14=GANG,N
6T9 RDE,1,FOR ME TO RIDE ON SUNDAYS,69=SEXUAL ('69 FORD ON ANI),Y
8MJAAD8,2,FAMILY MEMBER INITIALS,88=HATE,N
LCATE U,1,"MOTORCYCLE HAS A LC8 MOTORF, BEST MOTOR EVER MADE",ATE YOU,N
ALLPINK,1,"I LIKE ITEMS IN THE COLOR OF ALL PINK, SHABBY CHIC",VAGINA,Y
BENZNGA,2,SOUNDS LIKE BUZZINGA BUT WITH BENZ,NGA=NIGGA,N
BLKPWER,2,I HAVE A ALL BLACK IN BLACK OUT TWIN TURBO FORD EXPLORER. ITS FULLY LOADED AND HAS EVERYTHING IT NEEDS.,BLACK POWER,N
COHCO,7D,NAMED AFTER COCO CHANEL,COCO=COCAINE,Y
ELJR619,2,"EL JR. 'MEANS EL JUNIOR MY MIDDLE NAME 619, SAN DIEGO AREA CODE",SAN DIEGO AREA CODE,N
EL MOYO,2,APODO DE MI HIJO,MOYO=URB DIC;N WORD IN SPANISH OR DARK SKINNED PERSON 307UP 86DOWN,N
GOLYWOG,2,CONVERSION,"ATTN: DUPLICATE-POSSIBLE RECALL; DICTIONARY.COM ""A GROTESQUE BLACK DOLL"" FROM A CHILDREN'S BOOK IN THE 1800'S - A BLACKFACE DOLL (customer says it's his nickname…..",N
HEL AIR,3,NICKNAME OF ANTIQUE VEHICLE 1960 CHEVROLET,HELL; NO BEL AIR ON ANI,Y
HLOPOPO,5,HELLO POLICE OFFICER,HELLO POPP; SLANG FOR POLICE (HI POPO EXP 2012; BYE POPO UNACCEPTABLE),N
HTT COCC,1,HOT COCO AND COCO IS MY WIFE'SNAME,HOT COCK,N
IXNGONA,3,I'M COOL,CHINGONA-SPANISH BADASS GIRL REALLY FUCKING COOL GIRL,N
IZZYBIH,3,NICKNAME AND FAMILY MEMBER INITIALS,BITCH,N
JUMP NOW,2,MEANING MAKE A PARACHUTE  JUMP NOW,HOSTILE?,Y
KILER Z6,2,JUST A TERM REFERENCING A VERY NICE Z6 CORVETTE,KILLER,N
KOCO 1,7D,DOGS NAME,"COCO=COCAINE, KOCO current",Y
LV BROKR,1,"I AM A REAL ESTATE BROKER IN LUCERNE VALLEY, CALIFORNIA",PIMP? (DOES LIVE IN LUCERNE VALLEY),Y
MEX 8USA,2,PAIS,MEXICO ATE USA,N
NWORDRD,1,PLAY ON WORDS. NEW WORLD ORDERED,N WORK?,N
PR1APUS,1,NICKNAME,GREEK GOD OF FERTILITY-PROTECTOR OF THE PENIS. PRIAPISM IS AN ERECTION THAT WON'T GO AWAY. (UNACCEPTABLE I),N
ROYALBZ,3,MY BUSINESS NAME IS ROYAL REPORTING SERVICES BZ IS FOR BUSY,BEEZY=BITCH,N
SASSY13,2,I'M SASSY AND I'M BORN ON FEB 13TH IT'S MY FAVORITE NUMBER,13=GANG,N
SLV BUL,2,SILVER BULLET,SILVER BULLET,Y
SSATINE,3,CAR NAME,"BACKWARDS ENIT (ISN'T IT) ASS, 13 Chevy on ANI",N
STELSTD,2,STEEL STUD; I AM A CONTRACTOR WHO INSTALLS STEEL STUDS.,STD=SEXUALLY TRANSMITTED DISEASE,Y
TAKO RUN,2,TACO RUN,TACO=VAGINA (HAS A TOYOTA TRUCK),Y
UCK 2UZ,3,VEHICLE CHASSIS CODE AND ENGINE CODE,LOOKS LIKE FUCK TO YOU (S),N
UKATANA,2,MARVEL COMICS FIRST BLACK SUPERHERO,"KATANA IS A SWORD OR A COMIC HEROINE; PULLED FOR THE ""YOU"", KATANA current out since 00",Y
U LOOKIG,2,U LOOKING,"""YOU"" LOOKING; CONFRONTATIONAL",Y
USN TACO,2,"I AM IN THE NAVY CURRENTY, AND BOUGHT MY TACO (TACOMA) WHEN I RE-ENLISTED TO CONTINUE MY CAREER, SO THE TRUCK MEANS A LOT TO ME.",TACO=VAGINA (HAS A TOYOTA TRUCK),Y
WICKEDG,2,NICKNAME FOR MY CAR - A 2012 INFINITI G37S COUPE,"G=GANGSTER, 08 Lexis on ANI",Y
WLK DED,2,IT IS THE NAME OF THE SHOW THE WALKING DEAD AND I AM A HUGE FAN,PULLED FOR DEAD,Y
ZUKFISH,2,MEMORIUM FOR A FRIEND WHO WAS TERRIBLE FISHING,SUCK FISH,Y
91 5OGNG,2,YEAR AND ENGINE SIZE IN CAR,"91 5.0 GANG? PULLED FOR GANG, can’t see aNI",N
FKIRAA,3,NICK NAME,"FUCK IRA (FAKIRA IS AN ISLAMIC GIRLS NAME), name is Vyas",N
4FINGA,2,FOUR FINGER,4 FINGER SALUTE SHOWS SUPPORT FOR THE MUSLIM BROTHERHOOD (RABIA SIGN); URB. DIC. SHOWS SEXUAL CONNOTATIONS???,N
RO&ED88,2,HUSBAND WIFE NAME YEAR WED,88 GANG #,N
GNPWR,2,GREEN MOTORCYCLE COLOR,GUN POWER,Y
ERV BLUE,2,BLUE IS MY FAVORITE COLOR AND ALSO LET'S KEEP THE OCEAN'S BLUE.,BLUE GANG COLOR,Y
MAJACAT,1,MY BELOVED CAT WHO LIVED MANY YEARS BUT HAS PASSED ON. GOOD CAT.,NIC CAT (PUSSY),Y
ABHI O14,2,NEPHEW NAME,14 = GANG,N
AG LAW88,2,NICKNAME,88 = HATE ,N
ALWZ L88,2,IM A NURSE AND AM LATE TO EVERYTHING AS I HAVE BEEN LATE TO EVERYTHING,88 = HATE ,N
ATASCAO,3,STUCK MUD,FUCK IN MANDARIN (UD),N
BIGPIPI,1,"BOY, IDA, GEORGE,PAUL,IDA, PAUL, IDA",BIG DICK,N
BLURR88,2,TRANSFORMERS NAME AND BIRTH YEAR,88 = HATE ,N
BRASMKY,1,BRASS MONKEY,MONKEY ,Y
B VIVI B ,3,MY NAME NICK NAME,STAND ALONE B,Y
CHASCAM,1,CHASCAM*1,SEXUAL (UD),Y
CIRCL P,1,"CIRCLE P STANDS FOR CIRCLE P RANCH, MY LAST NAME IS PETERSON",STAND ALONE P,Y
CKAMAX2,1,INITIALS OF CHILDREN.,SEXUAL ,Y
CORKY D ,1,CORKY DOUGLAS IS MY NICKNAME,STAND ALONE D,Y
CUZILTU,2,BECAUSE I LET YOU,CUZ,N
DK TRIPR,2,BUSINESS NAME.,DICK TRIPPER,N
DMPTDUB,7D,DUMP VW (V-DUB). ORDERED LARGER FACTORY TIRES WHICH MAKES THE VEH LOOK LOWER (DUMPED) DUMPED VW ( DUMPED VW ),DUB,Y
DODG SUX,2,DODGE IS NO GOOD,SUCKS,N
DPEWHIP,7D,NICE CAR,DOPE WHIP,Y
DP 4RNNR,7D,FIRST LETTER OF OUR NAMES (DOONIE/PAMELA) AND TYPE OF VEHICLE WE OWN.,DOPE 4RUNNER,Y
DRE N B,3,FIRST NAMES,STAND ALONE B,Y
EAT 3141,1,NO MICRO,EAT,Y
ELY G,2,NAME,STAND ALONE G (NAME ELYSSA G),Y
ESTLXXX,1,YEAR I WAS BORN,XXX,N
FJ FJ FJ ,1,MODEL OF VEHICLE THE PLATE WILL BE GOING ON. I.E. 2014 TOJOTA FJ,FOOT JOB (UD),Y
FLTRSX,1,MODEL DESIGNATION,"SX = SEX?, Nissan on ANI",Y
FRICHKN,3,FRIED CHICKEN,FUCKIN RICH?,Y
FX BONEZ,3,FX = FRACTURE (BONES) WORK IN ORTHOPEDICS,FX = FUCKS?,Y
GETEDGE,1,OBTAIN INFORMATION EARLY,"EDGE, SEXUAL (UD)",Y
GIGAPIG,5,"GIGA + PIG = GIGAPIG THIS IS A MAD MAX REFERENCE TO A CAR CALLED THE ""GIGAHORSE""
",PIG,N
GNTTACO,1,GIANTS FAN. TACOMA TRUCK,TACO ('10 TOY ON ANI),Y
GRNWENE,1,I HAVE A GREEN CAR,WEENIE,N
G STHOST,2,DISNEY RIDE,STAND ALONE G,Y
GT3BUTE,1,GT3 TRIBUTE,GET BOOTY?,Y
GUERA B,3,WHITE GIRL AND FIRST LETTER OF MY NAME,STAND ALONE B,N
HHR 1 ,1,MODEL VEHICLE,HOMOSEXUAL HOT ROD (UD),Y
HNYCAKS,1,MY WIFE PUTS HONEY IN HER CAKES INSTEAD OF SUGAR,CAKES,Y
HUMROO7,1,VEHICLE AND YEAR,BLOW JOB,Y
HUNT N ,2,HOBBY,HUNT NIGGERS?,Y
JGAGMC,1,SONS INITIALS DAUGHTERS INITIALS WIFES INITIALS,GAG,Y
JIGOWTZ,2,ALT SPELLING OF GIGAWATT IS EQUAL TO ONE BILLION WATTS OF ELECTRICITY (PUTTING ON AN EV),JIG OFFENSIVE,Y
LEXXXS,1,NAME,XXX,N
MCNUTTZ,2,"PLAY ON WORDS OF MCNUTT'S, POSSESSIVE FORM OF MY LAST NAME, IMPLYING VEHICLE OWNERSHIP.  COULD ALSO BE INTERPRETED AS ""MCCRAZY""",VULGAR (LAST NAME IS MCNUTT),Y
MENENIG,2,MINI,MEAN NIG?,Y
NDS MD,1,OWNER'S INITIALS FOLLOWED BY HIS MEDICAL DEGREE,NUDES,N
NGAYMAT,2,ON FACE,GAY MAT OFFENSIVE?,Y
OMW2BTP,1,"OLGUIN IS MY WIFE, 2 BABIES: TIM & PAMELA",ON MY WAY TO BEAT THE PUSSY?,N
PACA BRZ,3,RAISE ALPACAS DRIVE BRZ,BREEZY (CAN'T SEE ANI),Y
PCP 7,7D,GIFT FOR MY DADS NEW CAR. HE HAD THE SAME PLATE IN INDIA ON HIS FIRST CAR.,PCP,N
PKH8888,2,NAME INITIAL,88 = HATE ,N
PLUCHON,3,PLUSH,FUCK ON,Y
PNT PILA,1,BE AWARE,PANTY PEELER,N
RUTHS69,1,SIGNIFIES THAT MICHAEL AND LUCIA RUTH ARE THE OWNERS OF THIS 1969 MUSTANG,69 ('69 FORD ON ANI),Y
SAENZ V,1,FAMILY NAME,STAND ALONE V,Y
SAXCHTA,1,"""SAXCHATA"" . ITS BACHATA MUSIC WITH SAXOPHONE.",SEX CHAT?,Y
SICS T9,1,NINETEEN SIXTY NINE CHEVELLE,69 ('69 CHEV ON ANI),Y
SIXSIXX,1,1966 IMPALA,XXX ('66 CHEV ON ANI),Y
SMD INC,1,MY BRAND NAME,SMD = SUCK MY DICK?,N
SNDNOOD,1,MY NICKNAME IS RAMEN,SEND NUDES,N
S Y F U,3,MAIDEN NAME,SHUT THE FUCK UP,N
TRAPIN,7D,IT MEAN WHEN YOUR MAKING IT IN LIFE. THE AMERICAN DREAM OF MAKING MONEY. MOST RAPPERS USE THIS TERM ,SELLING DRUGS,N
TRD PR1,2,TRD PRO1 TOYOTA TRUCK,TRD ('17 TOY ON ANI),Y
WARDRUM,2,I PLAY FOR A AMERICAN INDIAN GROUP FOR REC,WAR,Y
WEEDRUN,7D,WE WOULD RUN,WEED ,N
XDXO313,2,COOL LETTERS AND MY BIRTH YEAR,13 = GANG,Y
XMUSEX,1,BAND NAME,SEX,N
YAEL 14,2,MY SON'S NAME AND DATE OF BIRTH,14 = GANG,N
YO COCO,7D,THIS IS THE NAME THAT MY GRANDCHILDREN CALL ME.,COCO = COCAINE,Y
YOO LOST,2,ARE YOU LOST,"YOU LOST, HOSTILE?",N
1BEERUN,7D,BEER RUN,BEER RUN,Y
B 165,3,BADGE NUMBER,STAND ALONE B,Y
CAL PYRO,2,"CALIF FIRE, OWNER IS RETIRED CAL FIRE FIRE CAPTAIN",PYRO,Y
DOYUEVN,1,"DO YOU EVEN - ASKING THE QUESTION OF ""DO YOU EVEN""",DO YOU,N
PWR BUN,1,"MY HAIR IS ALWAYS WORN IN A ""BUN"" ON TOP OF MY HEAD (BUN). I ALSO EXERCISE A LOT (POWER). GIVING ME THE NICKNAME, ""POWER BUN""",BUN = ASS,Y
SIBIAN,1,VILLAGE NAME,SYBIAN = SEX TOY (UD),N
TREED U ,2,"IT'S A DRAG RACING TERM. IT MEANS ""I TREED YOU"" AT THE DRAG STRIP.",HOSTILE?,N
WETARTN,1,WE TARTAN,WET,N
X1XXX1X,1,FAVORITE LETTER AND NUMBER,XXX,N
ZZZZZ77,6,LUCKY NUMBERS,CONFIGURATION,N
WLS WNG,1,WILS WING,WIL'S WANG?,N
B ONLY1,3,HIGHLANDER MOTTO,STAND ALONE B,Y
88DECHE,2,DAD'S CAR (IN CHINESE PINYIN),88 = HATE (NO '88 ON ANI),N
18MKA81,2,"1881 IS THE YEAR MY GREAT GRAND FATHER BORN, MKA IS HIS NAMES INITIALS.",18 = GANG,N
2FASTYO,2,CAR LOVER,CONFRONTATIONAL,Y
4GRDZ18,2,SONS DOB & FIRST/LAST NAME INITIALS ABRIVIATED.,18 = GANG,N
4 MY PY,1,PY = NICKNAMES (IE SWEETIE PIE),PY = PUSSY?,Y
42OATNY,7D,ATTORNEY LICENSE PLATE,"420, MARIJUANA REFERENCE",N
515O BBY,2,LUCKY NUMBERS BABY,CRAZY,Y
669 FITR,2,669 FITR STANDS FOR (669 FITTER).MY SON IS A FIRE SPRINKLER FITTER FOREMAN FOR THE LOCAL 669 PIPE FITTER UNION.THIS PLATE WILL GO ON HIS AND HIS WIFE'S 2014 DODGE RAM TRUCK.,"669 = AREA CODE, Local 669 in Maryland",N
777 PUNK,2,LUCKY PUNK,HOSTILE?,N
8NGN8,2,MY NAME AND MY LUCKY NUMBER,88 = HATE,N
88TD,2,LUCKY NUMBER AND INITIAL,88 = HATE,N
ACOPONE,1,RETIRED POLICE OFFICER,"COPE ONE, COP A FEEL",N
MOD RUCK ,3,MY SCOOTER,RUCK = FUCK?,Y
MURDRDN,2,MURRIETA DR DAN,MURDERING,N
I$POSIE,1,ITS MY GRANDDAUGHTER NAME,LOVE PUSSY?,N
WHT SLSA,1,WHITE SALSA: MY NICKNAME!,WHITE SALSA ,N
8BB888,2,BABY CHARGER V8,88 = HATE,N
ABDUCTE,2,FIRST LETTER OF IMMEDIATE FAMILY MEMBERS (OLDEST TO YOUNGEST),ABDUCTEE,N
AJ13,2,,13 = GANG (NO '13 ON ANI),N
ALK1317,2,MY DAUGHTERS INTIAL & YEARS,13 = GANG ,Y
ANNI 88,2,NICK NAME,88 = HATE,N
ARSN CYN,2,MINE AND MY WIFES NICKNAMES. ARSON CYNDI,ARSON name is Arthur,N
ASTAD G,2,NICK NAME,"STAND ALONE G, name is Dhesi",N
BAAZ 5,3,"BAAZ MEANS ""FALCON""","BAD ASS? Means falcon in Hindi, BAAZ current",Y
BABL CAT,1,BABY BLUE CAT: A FAVORITE CHILDREN'S BOOK WE READ TO OUR CHILDREN AS THEY WERE GROWING UP.,CAT,Y
BAKED4U,7D,LOVE CUPCAKES,BAKED = HIGH?,Y
BAMFN 69,1,BECAME A MUSTANG FAN NOW,"69 ('69 FORD ON ANI), Bad ass mother fucker ",N
BEERRNR,7D ,BEER RUNNER,BEER RUNNER,Y
BFIT13,2,FITNESS,13 = GANG,N
BGENUFF,1,BIG ENOUGH,"BIG ENOUGH, SEXUAL?, BIGENUF current",Y
B G MGIC,2,BLACK GIRL MAGIC,"STAND ALONE B, G",Y
BLAK BST,2,BLACK BEAST,"BLACK BEAST, OFFENSIVE?, BLKBST unacceptable",N
BLK COW,2,LOVE LOST,"BLACK COW, OFFENSIVE?",N
BLK TRD,2,BLACK TRD,"TRD ('00, '09, '15 TOY ON ANI)",Y
BLUEPIE,1,KIDS NICKNAMES,"SEXUAL?, nothing on UD",Y
BLUNT OB,7D,BLUNT OBJECT,"BLUNT, MARIJAUNA",N
BNV 8888,2,"BETTY, NICOLE, VINCE, LUCKY #8",88 = HATE,N
BOZZ4O8,2,IT IS THE CUBIC INCH OF THE MOTOR IN MY 1972 BRONCO. WANTED BOSS408 BUT IT WAS TAKEN,"408 = AREA CODE, FSB 408 Stroker is a Bronco, 72 Ford on ANI",Y
B SPIRIT,3,TO BE A SPIRIT,STAND ALONE B,Y
BUMBUM5,1,DAUGHTER CALLED HER GRANDPA'S BAJA BUG THAT WHEN SHE WAS LITTLE.  PRONOUNCED BOOM BOOM.  WE USE BUM BUM,"BUM = BUTT, BUMBUM unacceptable",N
BUS 69VW,1,"NAME, YEAR, MAKE",69 ('69 FORD ON ANI),Y
CAM69RS,1,CAMARO 69 RALLY SPORT,69 ('69 CHEV ON ANI),Y
CA TANK,2,CA FOR CALIFORNIA AND TANK FOR MY JEEP,TANK,Y
CA91SUX,1,TRYING TO BRING JOY TO MOTORISTS WHILE IN TRAFFIC,SUCKS,N
CEO BCHS,3,"CEO OF BIOLOGIC CARE HOME HEALTH SERVICES, ( HOME I-V AND WOUND CARE)",CEO BITCHES,N
CHONEES,1,LAST NAME HAINES (UNDERWEAR) ITS MY NICKNAME AT WORK., UNDERWEAR,N
CKY MNKY,1,"CHEEKY MONKEY, AN IMPUDENT PERSON",CHUNKY MONKEY,N
DAHYUUM,3,DAH FOR MY GIRLFRIEND'S NAME AND YUUM BECAUSE SHE IS YUMMY,DAMN unacceptable,N
DAMDANY,3,THIS PLATES MEANING IS SHORT FOR DAMN DANIEL.,DAMN ,N
D BUGGIE,1,DUNE BUGGY,STAND ALONE D,Y
DF HITL,2,TEAM NAME FROM WORK (HARDWARE INNOVATION AND TEST LAB),HITLER?,N
DMAX ETR,1,DURAMAX MOTOR,EATER,N
DONT DUI,7D,DONT DRIVE DRUNK OR ON ANY DRUGS. LOST A DEAR FRIEND TO A 4 X DUI DRIVER .THE 5 TH X KILLED MY FRIEND,DUI,Y
DOPAF,3,I AM BECOMING A FITNESS INSTRUCTOR FOR PEOPLE OVER 45 YEARS OLD AND MY SLOGAN IS DO PHYSICAL ADULT FITNESS. THAT IS WHAT P.A.F. STANDS FOR,DOPE AS FUCK,N
D PAK,1,NAME,"STAND ALONE D, PACKIN'? (LAST NAME IS DEEPAK)",Y
DRAGU65,2,NAME OF SONS,"DRAG YOU, drag race?",N
DRS1218,2,DRS ARE MY INITIALS FOR DOMINIQUE RAUL SOTO. AND MY BIRTHDAY IS DECEMBER EIGHTEENTH SO I ADDED 1218,18 = GANG,Y
DRT BALR,2,I SELL COMPOST FOR A LIVING. HENCE DIRT BALLER =),DIRT BALLER,N
DRTYCAM,1,"NICKNAME ""DURTYCAM""",DIRTY CAM (NAME IS CAMERON),N
DRUGULA,7D,INSPIRED BY THE NAME OF A SONG BY BRITISH BAND ELECTRIC WIZARD.,"DRUG YOU, song is about a vampire craving drugs",N
DTH4DDT,2,MY KIDS NAME,DTH = DEATH?,N
D TOYMAN,1,THE TOY MAN,STAND ALONE D,N
DZBNANA,1,DIANA BANANA,"DIANA'S BANANA, SEXUAL?",N
D9999K,1,NAME,"DICK?, name is H Nguyen",N
E F F S,3,NAME,F's (NAME IS EFFEREM),Y
EGON 13,2,EFRAIN GONZALEZ,"13 = GANG, can’t see ANI",N
ELOS OG,2,ORIGINALLY FROM EAST LOS ANGELES,OG,N
EPPY G,2,NICKNAME ,"STAND ALONE G, last name Giles",Y
ESTALIT,7D ,THE PATH IS LIT,ITS LIT,N
EZ B EZ,3,EASY-SLOW DOWN DON'T BE IN A HURRY,EASY BREEZY?,N
FAWSOM2,3,MY CAR IS AWESOME,F'N AWESOME?,Y
FE 13,2,FE- FERNANDO EMMANUEL 13-2013,13 = GANG,N
FNGAMZG,3,F-TYPE JAGUAR IS AMAZING. GOES WITH THE MODEL OF THE CAR WHICH IS AN F-TYPE.,F'ING AMAZING,N
FOE ONE3,2,"""FOE""= ""FAMILY OVER EVERYTHING""/ ""ONE 3""= THE NUMBER ""13"" (MY BIRTH DATE AS WELL AS MY CHILDREN'S YOUTH SPORTS JERSEY NUMBER)","13 = GANG, 413 is MA area code",N
FROM415,2,FROM SAN FRANCISCO,415 = AREA CODE,N
F Z K,3,ONLINE USERNAME FOR VIDEO GAMING.,FUCK?,Y
F3OGOON,2,TYPE OF CAR,GOON,N
GATITA8,1,GATITA MEANS KITTY IN SPANISH NUMBER 8 IS NUMBER I USED IN SPORTS," ATE KITTY?, GATITAA current",Y
G CHIVAS ,2,SOCCER TEAM,"STAND ALONE G, name is Gustavo",Y
GOTO 51O,2,LAST NAME,510 = AREA CODE,N
G SHUULA,2,NICKNAME,"STAND ALONE G, name is Nelva",N
HAPPY BZ,3,HAPPY BENZ,"BEEZY?, Benz on ANI",Y
HAWK 88,2,HOCKEY PLAYER PATRICK KANE ON THE CHICAGO BLACKHAWKS,88 = HATE,N
HEIST,2,FAMILY NAME,"ROBBERY, last name Luck",N
HHK1317,2,SON'S BDAY AND INITIALS,13 = GANG,Y
HNNY B ,3,HONEY BEE,"STAND ALONE B, HONEYBE current",Y
HUT PARA,2,"THE PLATE IS A PUNJABI SAYING THAT MEANS ""MOVE ASIDE""","MOVE ASIDE, can't translate",N
H8 LOUZN,2,HATE LOOSING,HATE ,Y
H82GSLO,2,CAR LIKES TO GO FAST,HATE ,Y
IMIER 18,2,"FIRST NAME INITIAL, LAST NAME AND BIRTHDATE",18 = GANG,N
JDR 88,2,INITALS AND YEAR OF BIRTH,88 = HATE,N
JIMOS 69,1,HUSBANDS NICKNAME AND HE JUST PURCHASED A 69 CHEVY CHEVELLE,69 (NO '69 ON ANI),N
JK DNGO,1,JAKE DINGO,"JAKE DINGO, SEXUAL?",Y
JONXIV6,2,JOHN 14:6,XIV,Y
JUGGERS,1,SPORT FROM THE MOVIE SALUTE TO THE JUGGERS,"BREASTS?, Jugger is an actual thing…weird",N
KAMIKZ 1,2,KAMIKAZE - AS IN CRAZY COOL FOR MY CAMARO.,"KAMIKAZE, KAMIKZE is current",N
KBOSS 1,1,NICKNAME,"BOSS ONE, SEXUAL?",Y
KDAJ C4,2,INITIALS OF EACH CHILD INITIAL OF LAST NAME NUMBER IN FAMILY,C4 = EXPLOSIVE,N
